(-1264,6320)
(1264,-6320)
(8848,6320)
(-8848,-8848)
(-6320,3792)
(-8848,1264)
(-3792,8848)
(3792,8848)
(-1264,-6320)
(-3792,-6320)
(-8848,-8848)
(3792,-1264)
(1264,-6320)
(-1264,8848)
(8192,0)
(-3792,-6320)
(1264,-6320)
(-1264,-6320)
(-6320,-3792)
(-3792,8848)
(8848,3792)
(-8848,-6320)
(3792,3792)
(3792,-1264)
(-8848,-1264)
(-8848,8848)
(1264,1264)
(3792,-3792)
(1264,1264)
(-6320,-3792)
(8848,-8848)
(-3792,1264)
(-6320,1264)
(3792,1264)
(-6320,-1264)
(-8848,-3792)
(-1264,-8848)
(-1264,1264)
(-3792,6320)
(-3792,1264)
(3792,-6320)
(-6320,-6320)
(1264,-8848)
(-1264,-8848)
(8848,6320)
(-3792,3792)
(-1264,8848)
(3792,1264)
(-3792,-3792)
(3792,-6320)
(8192,0)
(-1264,-8848)
(-3792,-6320)
(1264,1264)
(-6320,-1264)
(6320,-1264)
(3792,8848)
(3792,1264)
(3792,-3792)
(1264,8848)
(6320,-8848)
(8848,6320)
(-8848,8848)
(8848,6320)
(6320,-6320)
(3792,3792)
(3792,1264)
(-3792,6320)
(8848,6320)
(-8848,6320)
(-1264,-3792)
(-1264,-6320)
(-3792,1264)
(6320,-3792)
(-6320,3792)
(3792,-8848)
(1264,3792)
(-3792,8848)
(8192,0)
(1264,8848)
(-3792,-8848)
(-6320,-6320)
(6320,6320)
(8848,-8848)
(-6320,8848)
(8848,8848)
(-1264,1264)
(-3792,1264)
(-6320,-6320)
(8848,-1264)
(3792,6320)
(-6320,8848)
(-3792,3792)
(-1264,3792)
(8848,1264)
(1264,3792)
(6320,-6320)
(6320,-6320)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-8848,-1264)
(6320,-3792)
(-8848,-6320)
(-3792,6320)
(1264,1264)
(-3792,-6320)
(-1264,1264)
(-3792,-8848)
(6320,-1264)
(6320,1264)
(-3792,-1264)
(6320,8848)
(-3792,6320)
(3792,-6320)
(3792,-6320)
(3792,1264)
(-1264,1264)
(1264,1264)
(8848,6320)
(8192,0)
(1264,1264)
(-3792,8848)
(8848,-8848)
(-8848,-8848)
(6320,3792)
(-8848,8848)
(-8848,-8848)
(6320,-1264)
(-8848,-6320)
(1264,-3792)
(8848,8848)
(8848,-6320)
(3792,6320)
(3792,-8848)
(-8848,6320)
(1264,-1264)
(-1264,3792)
(1264,3792)
(1264,-6320)
(8848,-3792)
(6320,-8848)
(8848,3792)
(6320,3792)
(1264,6320)
(8848,-3792)
(-1264,-1264)
(-6320,-3792)
(8192,0)
(-1264,-3792)
(-6320,-3792)
(6320,-3792)
(-8848,-6320)
(-1264,-1264)
(1264,1264)
(-3792,-6320)
(-3792,-8848)
(-3792,1264)
(-8848,-8848)
(8848,-6320)
(1264,-1264)
(-3792,-8848)
(8848,6320)
(3792,8848)
(-6320,-3792)
(8848,-6320)
(-8848,-8848)
(-8848,-3792)
(-1264,6320)
(-3792,1264)
(6320,-3792)
(-6320,3792)
(1264,6320)
(-3792,1264)
(-1264,1264)
(1264,-1264)
(1264,-3792)
(-6320,1264)
(3792,8848)
(8848,6320)
(-1264,3792)
(-6320,-3792)
(-8848,-6320)
(3792,6320)
(8192,0)
(-8848,-3792)
(6320,1264)
(1264,-3792)
(-6320,-1264)
(1264,-3792)
(-8848,6320)
(-1264,-3792)
(8848,6320)
(-3792,6320)
(1264,-1264)
(6320,3792)
(-6320,3792)
(-6320,3792)
(1264,-1264)
(1264,1264)
(1264,1264)
(-6320,8848)
(8848,-8848)
(-3792,6320)
(-8848,-8848)
(-8848,6320)
(3792,-8848)
(8848,-8848)
(-8848,6320)
(-1264,3792)
(8848,8848)
(-8848,6320)
(-8192,0)
(-1264,8848)
(-6320,3792)
(6320,3792)
(-8848,-8848)
(6320,1264)
(-1264,-1264)
(3792,-8848)
(6320,-3792)
(8848,-8848)
(0,0)
(0,0)
(0,0)
(-6320,6320)
(-8848,8848)
(3792,6320)
(3792,1264)
(6320,8848)
(-3792,-1264)
(-1264,-6320)
(-3792,-6320)
(3792,-6320)
(-8192,0)
(3792,3792)
(-3792,-8848)
(-6320,-1264)
(-1264,1264)
(1264,-3792)
(-6320,-3792)
(-8848,8848)
(-8848,6320)
(-1264,-1264)
(-6320,-8848)
(-1264,-3792)
(-8848,8848)
(6320,3792)
(8848,-6320)
(-3792,8848)
(-6320,-1264)
(-3792,6320)
(-1264,3792)
(8848,-3792)
(1264,6320)
(-3792,-6320)
(3792,1264)
(6320,-3792)
(1264,-1264)
(1264,-6320)
(-3792,1264)
(6320,8848)
(8192,0)
(-1264,6320)
(8848,8848)
(6320,-1264)
(3792,-6320)
(-3792,-8848)
(-6320,3792)
(6320,1264)
(-1264,-3792)
(-6320,1264)
(-3792,3792)
(-1264,1264)
(-3792,-8848)
(6320,-1264)
(-3792,8848)
(6320,-3792)
(6320,3792)
(-6320,3792)
(-6320,1264)
(-1264,6320)
(3792,1264)
(-1264,1264)
(1264,1264)
(1264,-6320)
(8848,8848)
(-8848,-8848)
(-8848,3792)
(6320,-8848)
(1264,6320)
(-8848,8848)
(-8848,-8848)
(6320,-1264)
(3792,8848)
(8848,-8848)
(6320,3792)
(6320,-3792)
(8192,0)
(-8848,8848)
(-8848,1264)
(-8848,6320)
(1264,-1264)
(-1264,3792)
(-8848,6320)
(-3792,8848)
(-8848,6320)
(3792,6320)
(1264,3792)
(6320,-1264)
(1264,6320)
(8848,-3792)
(-1264,-1264)
(-6320,-3792)
(-6320,3792)
(-6320,-8848)
(-3792,-1264)
(-1264,1264)
(-6320,-8848)
(1264,1264)
(-3792,-6320)
(-3792,-8848)
(8848,-8848)
(6320,-1264)
(-1264,-3792)
(8848,8848)
(8192,0)
(6320,3792)
(6320,-3792)
(3792,8848)
(-6320,-3792)
(8848,-6320)
(-1264,-3792)
(6320,-1264)
(3792,6320)
(-3792,-6320)
(1264,3792)
(-1264,3792)
(1264,6320)
(-3792,1264)
(-1264,1264)
(-6320,-3792)
(1264,6320)
(8848,8848)
(3792,-1264)
(6320,-3792)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-3584,-5356)
(-7432,-4968)
(-6320,-1264)
(-10400,6952)
(-1248,6324)
(8060,3864)
(-1788,-10724)
(8768,1744)
(1088,-7292)
(-7924,-7444)
(6320,3792)
(-2472,5952)
(5760,9224)
(5960,2460)
(1788,10724)
(-3148,6664)
(-6888,-6724)
(4460,2980)
(3792,6320)
(1600,-8032)
(4792,11560)
(-3856,-1056)
(7148,-5364)
(-12272,-2440)
(4956,2052)
(9908,4476)
(1264,-8848)
(-2488,-6940)
(5356,3584)
(6664,-3148)
(3572,-1788)
(12272,2440)
(-4552,-7692)
(-6940,-2488)
(8848,-8848)
(-8428,-2964)
(-8256,3424)
(-4564,4552)
(-7148,1788)
(-9464,1764)
(3424,-8256)
(-7924,-7444)
(1264,1264)
(7924,-7444)
(120,9628)
(-10868,340)
(0,5360)
(-4552,-6812)
(-4956,-2052)
(2488,-6940)
(3792,1264)
(5460,4952)
(-4388,-5920)
(-10868,340)
(8936,-3576)
(-1056,-3856)
(-3584,-5356)
(-8924,484)
(-6320,-8848)
(-5460,-4952)
(2456,10592)
(-10868,340)
(7148,-1788)
(-3844,10172)
(-3020,2620)
(1488,992)
(6320,-8848)
(-3472,-1980)
(1652,-684)
(7364,360)
(-5364,7148)
(8060,-3864)
(6888,6724)
(-9908,-4476)
(-3792,-8848)
(-1980,3472)
(-4388,-5920)
(12272,-2440)
(-7148,-5364)
(7364,-360)
(4552,7692)
(-8,6448)
(6320,1264)
(1600,-8032)
(-120,-9628)
(-4552,-4564)
(-5364,-7148)
(10172,3844)
(2052,-4956)
(-7432,-4968)
(8848,-1264)
(1980,-3472)
(9628,-120)
(1744,8768)
(8936,3576)
(3864,8060)
(-5356,3584)
(-4460,-2980)
(1264,8848)
(-9908,4476)
(3988,284)
(-6652,-5968)
(-7148,5364)
(1044,-5260)
(8660,-2216)
(10400,6952)
(-3792,-3792)
(-484,8924)
(1088,7292)
(-1044,-5260)
(10724,1788)
(4552,6812)
(-7292,-1088)
(484,8924)
(1264,8848)
(5444,-7936)
(1088,7292)
(2440,12272)
(-7148,-1788)
(-8768,-1744)
(-1248,-6324)
(0,0)
(0,0)
(0,0)
(120,9628)
(-5248,-8068)
(-3572,1788)
(-2460,-5960)
(9628,120)
(-1996,9416)
(8848,-1264)
(-8,-6448)
(684,1652)
(4552,-6812)
(-8936,-3576)
(-2460,-5960)
(-3020,2620)
(-992,1488)
(-8848,3792)
(-7444,-7924)
(5356,3584)
(-12272,2440)
(1788,-3572)
(-340,10868)
(-4388,5920)
(-6448,-8)
(-6320,-1264)
(-6448,8)
(6888,-6724)
(340,10868)
(-1788,3572)
(-1756,-348)
(4388,-5920)
(7936,-5444)
(1264,-8848)
(992,1488)
(-9224,5760)
(1756,-348)
(-7148,1788)
(-3856,1056)
(-2052,4956)
(1600,8036)
(-3792,-3792)
(2488,6940)
(-2456,-10592)
(10868,-340)
(7148,-1788)
(-4564,-4552)
(11560,4792)
(-7924,-7444)
(3792,-1264)
(-7432,4968)
(1248,-6324)
(3856,1056)
(-7148,-5364)
(10172,3844)
(2216,8660)
(9416,1996)
(-1264,-8848)
(4476,9908)
(-3424,-8256)
(-348,-1756)
(1788,3572)
(-6652,5968)
(4388,-5920)
(6952,-10400)
(3792,-3792)
(1980,-3472)
(-5760,-9224)
(-1764,9464)
(1788,10724)
(8060,-3864)
(6324,-1248)
(3968,500)
(-8848,-8848)
(5444,-7936)
(-4956,2052)
(-4552,6812)
(-3572,-1788)
(3864,8060)
(4388,-5920)
(5952,-2472)
(-1264,-6320)
(-7432,4968)
(6888,-6724)
(2448,3160)
(8936,0)
(-9464,1764)
(5920,4388)
(3968,500)
(-8848,3792)
(-6448,8)
(5760,9224)
(3160,-2448)
(-3576,5360)
(-4552,4564)
(1248,6324)
(-9908,-4476)
(-6320,-6320)
(-10400,6952)
(4792,11560)
(-4564,4552)
(7148,5364)
(-2460,-5960)
(6888,6724)
(1600,8036)
(1264,-1264)
(-3472,-1980)
(2052,4956)
(-12272,2440)
(-5364,7148)
(2448,-3160)
(7292,1088)
(1996,-9416)
(-1264,-6320)
(-4968,-7432)
(-7292,1088)
(-5960,-2460)
(-5364,7148)
(12272,2440)
(5920,4388)
(9416,1996)
(-8848,1264)
(-4476,-9908)
(-2052,-4956)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(4388,-5920)
(8,-6448)
(3792,-6320)
(-2488,-6940)
(10592,-2456)
(3160,-2448)
(0,-1784)
(2460,5960)
(5920,4388)
(6952,-10400)
(1264,8848)
(-10400,6952)
(-6324,-1248)
(-1056,3856)
(0,-12512)
(-360,-7364)
(-2456,10592)
(-9416,-1996)
(-1264,6320)
(1600,-8032)
(9224,-5760)
(-3856,-1056)
(3576,-5360)
(6664,3148)
(-5920,-4388)
(1980,3472)
(6320,-1264)
(1488,-992)
(5920,-4388)
(4552,4564)
(-1788,-7148)
(-4552,4564)
(-4792,11560)
(1980,3472)
(3792,6320)
(9908,-4476)
(-4388,-5920)
(-3160,2448)
(-10724,-1788)
(-348,1756)
(5920,4388)
(-992,1488)
(3792,-8848)
(5952,2472)
(-120,-9628)
(7364,360)
(-7148,-1788)
(-4552,-6812)
(3424,-8256)
(-6940,-2488)
(-6320,-3792)
(1488,-992)
(684,1652)
(1756,-348)
(-3576,-8936)
(12272,2440)
(-11560,-4792)
(-7432,-4968)
(-8848,-8848)
(2488,6940)
(-11560,4792)
(-2440,-12272)
(3572,1788)
(-3844,10172)
(11560,4792)
(-5460,4952)
(-8848,-6320)
(-6940,2488)
(9628,-120)
(-10172,3844)
(1784,0)
(1056,3856)
(-5760,9224)
(-1996,9416)
(-8848,-6320)
(-2964,8428)
(-4388,-5920)
(-4552,-4564)
(3576,-8936)
(-4564,-4552)
(-3020,2620)
(-2488,6940)
(3792,6320)
(1600,-8032)
(-9224,5760)
(-3844,-10172)
(-8936,3576)
(-1756,-348)
(1652,684)
(-6940,-2488)
(-6320,-8848)
(10400,-6952)
(3988,284)
(2460,-5960)
(0,-8936)
(-9464,1764)
(-2456,10592)
(9416,1996)
(-3792,-6320)
(7924,-7444)
(-3020,-2620)
(2460,-5960)
(1788,7148)
(-2460,-5960)
(-4388,5920)
(5952,-2472)
(-3792,-6320)
(1488,-992)
(2620,-3020)
(4552,4564)
(3576,-8936)
(4552,6812)
(2456,-10592)
(8924,-484)
(3792,-8848)
(5952,2472)
(-7292,1088)
(-8068,5248)
(7148,-1788)
(348,-1756)
(-7292,-1088)
(0,0)
(0,0)
(0,0)
(1652,-684)
(1764,-9464)
(3572,-1788)
(-10172,-3844)
(3020,-2620)
(-4476,9908)
(-6320,-3792)
(5460,4952)
(4388,5920)
(4552,-6812)
(-1784,0)
(8768,1744)
(-684,1652)
(-1488,-992)
(-1264,-1264)
(7924,-7444)
(-11560,4792)
(2440,12272)
(1788,-7148)
(12272,2440)
(-9628,-120)
(-10400,-6952)
(6320,8848)
(3472,1980)
(11560,-4792)
(340,10868)
(7148,1788)
(-8068,-5248)
(10592,2456)
(-4476,9908)
(6320,1264)
(-992,-1488)
(6888,-6724)
(7364,360)
(12512,0)
(360,7364)
(1248,6324)
(1600,8036)
(-8848,3792)
(6940,-2488)
(-10592,2456)
(3160,-2448)
(5360,3576)
(6664,3148)
(-1088,7292)
(9416,1996)
(1264,1264)
(-992,-1488)
(-4388,-5920)
(-3160,2448)
(1788,7148)
(12272,2440)
(9224,5760)
(-992,1488)
(8848,3792)
(7924,-7444)
(-6724,-6888)
(-3844,-10172)
(1788,-10724)
(1764,9464)
(-6324,1248)
(-2488,6940)
(-1264,3792)
(6940,-2488)
(-6324,-1248)
(-360,7364)
(8936,0)
(6664,3148)
(1652,684)
(6448,8)
(-1264,-3792)
(-9908,4476)
(-6888,6724)
(-4552,6812)
(-3576,-5360)
(6664,3148)
(5920,4388)
(5444,7936)
(6320,-3792)
(-5952,-2472)
(-284,3988)
(5960,2460)
(-1788,3572)
(-10172,-3844)
(3988,-284)
(-1488,-992)
(8848,3792)
(-2488,-6940)
(5920,-4388)
(-360,7364)
(-3576,5360)
(348,-1756)
(1652,684)
(1980,3472)
(1264,1264)
(2472,-5952)
(4792,11560)
(-2440,-12272)
(-8936,-3576)
(10868,340)
(11560,4792)
(1600,8036)
(-3792,-8848)
(-5952,-2472)
(-1248,6324)
(-9464,-1764)
(0,12512)
(-7364,360)
(-4388,5920)
(6952,-10400)
(-6320,1264)
(1488,-992)
(6888,-6724)
(5260,-1044)
(10724,1788)
(9464,-1764)
(9224,5760)
(5460,-4952)
(3792,-1264)
(7924,-7444)
(-1652,684)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1764,-9464)
(9244,2680)
(10724,1788)
(528,-5336)
(2460,5960)
(3632,-11976)
(-9628,-120)
(1576,840)
(7432,4968)
(3896,884)
(3792,-3792)
(9424,-5420)
(-4968,-7432)
(-3044,5680)
(3424,8256)
(2904,-2748)
(1764,-9464)
(2480,6940)
(8936,3576)
(-6332,5196)
(360,7364)
(-3632,11976)
(-3584,-5356)
(7884,4212)
(-1980,-3472)
(-636,6412)
(-8848,-8848)
(-9424,5420)
(-3968,500)
(7368,6196)
(-7692,-4552)
(1864,-6168)
(-6652,-5968)
(6940,-2480)
(3576,-8936)
(-4636,-7640)
(10868,340)
(-7208,5288)
(-120,9628)
(-4948,5464)
(9908,4476)
(-9672,-7936)
(-3792,-8848)
(8928,-388)
(-5952,-2472)
(-628,6416)
(-3424,-8256)
(3860,-7224)
(7364,360)
(4984,-4084)
(5360,0)
(10496,2832)
(-348,1756)
(-364,7360)
(2052,-4956)
(6632,-8616)
(-1980,-3472)
(1132,-1380)
(8848,6320)
(-1628,3648)
(5952,2472)
(3996,-108)
(4792,11560)
(-1712,520)
(-5968,6652)
(10848,728)
(-5360,3576)
(-1776,-176)
(3844,-10172)
(7516,6016)
(-7292,-1088)
(4948,-5464)
(500,-3968)
(-6908,-5668)
(8848,-3792)
(2904,9176)
(2472,-5952)
(2308,-3260)
(-3020,-2620)
(-3940,-672)
(-1056,3856)
(-1076,7288)
(5364,7148)
(-6332,5196)
(5260,1044)
(8552,2592)
(8256,3424)
(-5680,3044)
(1488,992)
(9672,7936)
(-1264,-6320)
(-9176,2904)
(-7924,7444)
(-6196,7368)
(7292,-1088)
(3056,-8400)
(2440,12272)
(876,8892)
(-1788,-3572)
(-4084,4984)
(-6664,-3148)
(-3632,11976)
(4388,-5920)
(-3480,10304)
(-500,3968)
(388,-8928)
(-3792,6320)
(-4392,5916)
(2472,-5952)
(-1060,-9568)
(-1088,-7292)
(-3860,7224)
(-6664,3148)
(4636,-7640)
(0,8936)
(1428,3732)
(-3856,1056)
(4824,-9744)
(1088,-7292)
(-3776,-8100)
(-10400,-6952)
(0,0)
(0,0)
(0,0)
(3472,1980)
(-3776,8100)
(-10592,2456)
(-5132,1556)
(5260,-1044)
(-4084,-4984)
(1784,0)
(-4436,8544)
(-5260,-1044)
(-3860,-7224)
(8660,-2216)
(4212,-7884)
(-8,6448)
(5916,-4392)
(3792,6320)
(636,6412)
(-9416,1996)
(7368,6196)
(7292,-1088)
(8552,-2592)
(-12272,2440)
(-7640,-4636)
(1788,-3572)
(-728,-10848)
(-4552,4564)
(-5132,-1556)
(3020,-2620)
(108,-3996)
(-1488,-992)
(2124,8680)
(1264,-8848)
(-884,-3896)
(-2980,-4460)
(-8836,-1360)
(-6324,-1248)
(364,7360)
(-8068,5248)
(-6332,-5196)
(-1788,10724)
(1228,-12452)
(-4552,4564)
(4976,-4096)
(-1248,-6324)
(-5680,3044)
(-2964,-8428)
(-1876,-6164)
(-8848,-3792)
(-6412,636)
(2980,4460)
(7368,6196)
(-3988,-284)
(5132,-1556)
(6664,-3148)
(2680,-9244)
(-1788,-7148)
(-12452,-1228)
(1056,3856)
(3940,-672)
(-1088,7292)
(-1792,7148)
(-1996,9416)
(-884,3896)
(8848,8848)
(-2904,-9176)
(-484,8924)
(3776,-8100)
(6324,1248)
(828,-9592)
(-1764,9464)
(-8892,876)
(-3572,-1788)
(-6940,-2480)
(-360,-7364)
(3860,7224)
(120,-9628)
(-3480,10304)
(-4460,-2980)
(-9424,-5420)
(-8848,3792)
(4144,-3400)
(2472,-5952)
(108,3996)
(-2216,8660)
(-5288,7208)
(-7364,-360)
(5336,-528)
(-8936,-3576)
(2680,9244)
(1044,-5260)
(4824,-9744)
(-7292,-1088)
(-7148,-1792)
(-9416,-1996)
(-1380,-1132)
(-6320,-3792)
(3896,-884)
(-500,-3968)
(5464,-4948)
(-1652,684)
(-6324,3784)
(1744,8768)
(-6332,-5196)
(0,8936)
(-4984,-4084)
(3856,-1056)
(364,-7360)
(5356,-3584)
(7368,-6196)
(-7444,7924)
(-7156,-8184)
(-3792,1264)
(-9424,5420)
(-5952,-2472)
(4212,7884)
(-5760,-9224)
(8400,3056)
(9464,1764)
(5684,3032)
(-1788,10724)
(4084,-4984)
(-8768,-1744)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1756,-348)
(6940,-2480)
(-3572,1788)
(-1228,12452)
(2460,5960)
(8400,-3056)
(2620,3020)
(5464,4948)
(7444,-7924)
(-6660,-3152)
(-1264,3792)
(6412,-636)
(-500,-3968)
(6416,628)
(3020,2620)
(-6016,-7516)
(4564,-4552)
(-9244,-2680)
(1788,-7148)
(-6332,5196)
(-3148,6664)
(-3784,6324)
(-6324,1248)
(840,-1576)
(-5444,-7936)
(1132,-1380)
(-1264,-1264)
(-4640,8432)
(-6952,-10400)
(5900,11036)
(7292,-1088)
(-11976,3632)
(-12272,2440)
(-876,-8892)
(0,12512)
(-3380,-2132)
(3844,-10172)
(-11976,-3632)
(4388,-5920)
(-7148,-1792)
(10400,6952)
(-1628,-3648)
(1264,-3792)
(-1380,1132)
(-3472,-1980)
(-3480,-10304)
(-6724,-6888)
(3860,-7224)
(10172,-3844)
(7288,1076)
(3572,1788)
(2832,-10496)
(2448,-3160)
(4976,-4096)
(-2620,-3020)
(-7148,-1792)
(-5460,4952)
(-9424,-5420)
(-1264,-1264)
(-1380,1132)
(4952,-5460)
(9568,-1060)
(-4388,-5920)
(-1400,-10784)
(12272,-2440)
(3732,1428)
(3576,-5360)
(-1228,12452)
(-3148,6664)
(-828,-9592)
(-1248,-6324)
(-5464,-4948)
(4476,-9908)
(-3896,-884)
(-1264,-6320)
(5916,4392)
(-5460,-4952)
(-3996,108)
(1248,-6324)
(-828,9592)
(-348,-1756)
(-2132,-3380)
(5360,-3576)
(-6332,5196)
(-8068,-5248)
(-10784,-1400)
(284,3988)
(-4948,5464)
(9908,4476)
(7156,8184)
(8848,3792)
(-5916,-4392)
(-1488,992)
(4948,5464)
(-1652,684)
(9744,-4824)
(2448,3160)
(728,-10848)
(5360,-3576)
(-10496,-2832)
(3148,-6664)
(7360,364)
(7292,1088)
(-1576,-840)
(992,-1488)
(1132,-1380)
(8848,3792)
(-4640,8432)
(6952,10400)
(-5900,-11036)
(-9224,5760)
(-3860,7224)
(9464,1764)
(1228,12452)
(-10724,1788)
(-1428,-3732)
(12272,2440)
(-2592,8552)
(11560,4792)
(-7368,6196)
(6940,2488)
(0,0)
(0,0)
(0,0)
(-4476,-9908)
(7368,6196)
(-684,-1652)
(4096,-4976)
(9464,1764)
(-5684,-3032)
(-7148,-1788)
(-12452,-1228)
(360,7364)
(-3860,-7224)
(1248,6324)
(-7368,6196)
(8,-6448)
(3648,-1628)
(3792,-6320)
(-6164,-1876)
(6940,-2488)
(7368,6196)
(3584,-5356)
(1712,-520)
(-3856,-1056)
(6940,-2480)
(12512,0)
(-2832,10496)
(360,7364)
(6016,-7516)
(1652,684)
(3480,-10304)
(-9416,-1996)
(-5420,9424)
(3792,-6320)
(8432,4640)
(2472,-5952)
(-3776,8100)
(-5920,4388)
(672,-3940)
(3148,6664)
(-6332,-5196)
(-3576,-5360)
(-7288,1076)
(-1756,-348)
(-3940,672)
(3584,5356)
(-5464,-4948)
(3968,500)
(7936,-9672)
(1264,-6320)
(5916,4392)
(-9416,1996)
(-5464,4948)
(3584,-5356)
(-2748,-2904)
(1756,-348)
(-5684,-3032)
(-1788,3572)
(-4984,-4084)
(5248,-8068)
(1864,6168)
(6724,-6888)
(7148,1792)
(-5460,4952)
(8680,-2124)
(-6320,3792)
(-6412,636)
(1488,-992)
(840,1576)
(-284,3988)
(-11976,3632)
(12272,-2440)
(-2832,-10496)
(0,8936)
(-8544,-4436)
(10868,340)
(3860,7224)
(11560,4792)
(-6196,-7368)
(-6448,-8)
(-7936,9672)
(-3792,-8848)
(-4392,5916)
(4952,-5460)
(1792,7148)
(-4792,-11560)
(-1864,6168)
(-348,-1756)
(-4436,-8544)
(1788,-7148)
(1228,-12452)
(-7364,360)
(-2904,-2748)
(-5920,-4388)
(-2308,-3260)
(-9908,-4476)
(1380,1132)
(3792,6320)
(3152,6660)
(-5444,7936)
(5680,3044)
(120,9628)
(2748,2904)
(1756,-348)
(-6332,-5196)
(-5360,3576)
(-2480,6940)
(12272,2440)
(7516,6016)
(-684,1652)
(10304,3480)
(-10400,-6952)
(7936,-9672)
(3792,-6320)
(-7156,8184)
(-7936,-5444)
(-3044,5680)
(-4388,-5920)
(3940,672)
(-6664,3148)
(2680,-9244)
(-7148,-1788)
(3380,2132)
(4552,-4564)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(7936,5444)
(364,7360)
(1788,-7148)
(3940,-672)
(2488,-6940)
(5916,4392)
(9224,-5760)
(-2680,9244)
(2460,5960)
(2528,-4728)
(6320,-6320)
(6196,-7368)
(5248,8068)
(8544,4436)
(-3988,284)
(3152,-6660)
(-1488,992)
(828,-9592)
(-5364,-7148)
(3860,7224)
(992,-1488)
(7936,9672)
(3584,-5356)
(-6040,-6588)
(3148,-6664)
(-1792,7148)
(1264,3792)
(-7884,4212)
(-340,-10868)
(-3032,-5684)
(1088,-7292)
(3648,-1628)
(-2472,5952)
(-2904,2748)
(1788,-10724)
(-6168,1864)
(-3472,1980)
(-3648,-1628)
(1248,-6324)
(-7288,-1076)
(360,7364)
(8100,-3776)
(6320,6320)
(-3044,5680)
(-7364,-360)
(528,-5336)
(-6324,1248)
(-8152,804)
(2980,4460)
(11976,-3632)
(3576,8936)
(1400,-10784)
(-1980,-3472)
(4144,-3400)
(-3584,5356)
(-4984,4084)
(-9464,1764)
(6196,7368)
(-1264,3792)
(628,-6416)
(2460,-5960)
(-2832,10496)
(1248,6324)
(8928,388)
(992,1488)
(-11976,3632)
(-3576,-5360)
